1,0.6215139442231076
2,0.5516637478108581
3,0.009455626097528029
4,0.009455626097528029
5,0.19549499443826474
6,0.045022109071419
7,0.009455626097528029
8,0.009455626097528029
9,0.045022109071419
10,0.053267772997336614
11,0.053267772997336614
12,0.19549499443826474
13,0.35602836879432626
14,0.045022109071419
15,0.009455626097528029
16,0.19549499443826474
17,0.19549499443826474
18,0.009455626097528029
19,0.19549499443826474
20,0.045022109071419
21,0.053267772997336614
22,0.045022109071419
23,0.009455626097528029
24,0.045022109071419
25,0.009455626097528029
26,0.19549499443826474
27,0.19549499443826474
28,0.009455626097528029
29,0.045022109071419
30,0.009455626097528029
31,0.009455626097528029
32,0.009455626097528029
33,0.009455626097528029
34,0.009455626097528029
35,0.045022109071419
36,0.009455626097528029
37,0.009455626097528029
38,0.009455626097528029
39,0.053267772997336614
40,0.009455626097528029
41,0.19549499443826474
42,0.19549499443826474
43,0.053267772997336614
44,0.5516637478108581
45,0.6215139442231076
46,0.053267772997336614
47,0.2111111111111111
48,0.053267772997336614
49,0.009455626097528029
50,0.009455626097528029
51,0.19549499443826474
52,0.009455626097528029
53,0.045022109071419
54,0.045022109071419
55,0.19549499443826474
56,0.045022109071419
57,0.045022109071419
58,0.053267772997336614
59,0.045022109071419
60,0.045022109071419
61,0.19549499443826474
62,0.6180371352785146
63,0.009455626097528029
64,0.2111111111111111
65,0.19549499443826474
66,0.053267772997336614
67,0.35602836879432626
68,0.009455626097528029
69,0.48667601683029454
70,0.009455626097528029
71,0.053267772997336614
72,0.009455626097528029
73,0.053267772997336614
74,0.045022109071419
75,0.009455626097528029
76,0.48667601683029454
77,0.48667601683029454
78,0.045022109071419
79,0.053267772997336614
80,0.19549499443826474
81,0.045022109071419
82,0.053267772997336614
83,0.19549499443826474
84,0.053267772997336614
85,0.045022109071419
86,0.009455626097528029
87,0.053267772997336614
88,0.053267772997336614
89,0.053267772997336614
90,0.19549499443826474
91,0.009455626097528029
92,0.35602836879432626
93,0.053267772997336614
94,0.045022109071419
95,0.2111111111111111
96,0.009455626097528029
97,0.045022109071419
98,0.045022109071419
99,0.009455626097528029
100,0.045022109071419
101,0.009455626097528029
102,0.045022109071419
103,0.5516637478108581
104,0.045022109071419
105,0.053267772997336614
106,0.053267772997336614
107,0.053267772997336614
108,0.35602836879432626
109,0.35602836879432626
110,0.009455626097528029
111,0.009455626097528029
112,0.045022109071419
113,0.045022109071419
114,0.053267772997336614
115,0.045022109071419
116,0.48667601683029454
117,0.053267772997336614
118,0.053267772997336614
119,0.009455626097528029
120,0.053267772997336614
121,0.053267772997336614
122,0.045022109071419
123,0.35602836879432626
124,0.045022109071419
125,0.009455626097528029
126,0.053267772997336614
127,0.009455626097528029
128,0.045022109071419
129,0.053267772997336614
130,0.009455626097528029
131,0.045022109071419
132,0.6180371352785146
133,0.19549499443826474
134,0.35602836879432626
135,0.19549499443826474
136,0.009455626097528029
137,0.009455626097528029
138,0.009455626097528029
139,0.19549499443826474
140,0.045022109071419
141,0.19549499443826474
142,0.19549499443826474
143,0.009455626097528029
144,0.045022109071419
145,0.35602836879432626
146,0.009455626097528029
147,0.053267772997336614
148,0.5516637478108581
149,0.045022109071419
150,0.045022109071419
151,0.19549499443826474
152,0.48667601683029454
153,0.19549499443826474
154,0.19549499443826474
155,0.045022109071419
156,0.19549499443826474
157,0.045022109071419
158,0.35602836879432626
159,0.009455626097528029
160,0.045022109071419
161,0.045022109071419
162,0.045022109071419
163,0.009455626097528029
164,0.19549499443826474
165,0.009455626097528029
166,0.009455626097528029
167,0.5516637478108581
168,0.6215139442231076
